"Unit";"Level";"TERYT";"Constituency";"List";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Citizenship";"Sex";"Age";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Endorsement";"Statement";"Elected";"Votes quantity";"Votes percent in constituency"
"warmińsko-mazurskie";"sejmik";"280000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"9";"Baca";"Tadeusz Andrzej";"PL";"M";"65";"281403";"warmińsko-mazurskie";"Dobre Miasto";;;"N";"898";"0,95"
"warmińsko-mazurskie";"sejmik";"280000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"5";"Burczyk";"Irena";"PL";"K";"70";"286201";"warmińsko-mazurskie";"Olsztyn";;;"T";"3057";"3,22"
"warmińsko-mazurskie";"sejmik";"280000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"11";"Juszczyński";"Marian";"PL";"M";"57";"281404";"warmińsko-mazurskie";"Ługwałd";;;"N";"975";"1,03"
"warmińsko-mazurskie";"sejmik";"280000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"4";"Kniefel";"Grzegorz Stanisław";"PL";"M";"52";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"1984";"2,09"
"warmińsko-mazurskie";"sejmik";"280000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"3";"Łukowska";"Mariola Michalina";"PL";"K";"47";"281401";"warmińsko-mazurskie";"Barczewo";;;"N";"1949";"2,05"
"warmińsko-mazurskie";"sejmik";"280000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"6";"Parfinowicz";"Antoni";"PL";"M";"55";"281402";"warmińsko-mazurskie";"Biskupiec";;;"N";"936";"0,99"
"warmińsko-mazurskie";"sejmik";"280000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"2";"Politewicz";"Tadeusz";"PL";"M";"63";"286201";"warmińsko-mazurskie";"Olsztyn";;;"T";"5382";"5,67"
"warmińsko-mazurskie";"sejmik";"280000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"7";"Radziszewski";"Dariusz";"PL";"M";"43";"281406";"warmińsko-mazurskie";"Kikity";;;"N";"1181";"1,24"
"warmińsko-mazurskie";"sejmik";"280000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"10";"Sachryn";"Stefan";"PL";"M";"54";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"641";"0,68"
"warmińsko-mazurskie";"sejmik";"280000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"1";"Wasilewska";"Anna";"PL";"K";"52";"286201";"warmińsko-mazurskie";"Olsztyn";;;"T";"14167";"14,92"
"warmińsko-mazurskie";"sejmik";"280000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"8";"Wójcik";"Wiktor";"PL";"M";"47";"281409";"warmińsko-mazurskie";"Olsztynek";;;"N";"1281";"1,35"
"warmińsko-mazurskie";"sejmik";"280000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"12";"Żemajtys";"Jan";"PL";"M";"51";"281411";"warmińsko-mazurskie";"Majdy";;;"N";"1212";"1,28"
"warmińsko-mazurskie";"sejmik";"280000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"11";"Adamczak";"Ryszard Henryk";"PL";"M";"27";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"162";"0,17"
"warmińsko-mazurskie";"sejmik";"280000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"3";"Chazbijewicz";"Selim";"PL";"M";"55";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"672";"0,71"
"warmińsko-mazurskie";"sejmik";"280000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"1";"Chojecki";"Artur Henryk";"PL";"M";"36";"286201";"warmińsko-mazurskie";"Olsztyn";;;"T";"5005";"5,27"
"warmińsko-mazurskie";"sejmik";"280000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"8";"Kazimierczuk";"Marcin";"PL";"M";"34";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"233";"0,25"
"warmińsko-mazurskie";"sejmik";"280000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"6";"Kuciak";"Maria Katarzyna";"PL";"K";"76";"281403";"warmińsko-mazurskie";"Dobre Miasto";;;"N";"935";"0,98"
"warmińsko-mazurskie";"sejmik";"280000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"7";"Maciejewski";"Andrzej";"PL";"M";"41";"281407";"warmińsko-mazurskie";"Giedajty";;;"N";"562";"0,59"
"warmińsko-mazurskie";"sejmik";"280000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"5";"Plawgo";"Agata Joanna";"PL";"K";"45";"281401";"warmińsko-mazurskie";"Barczewo";;;"N";"1724";"1,82"
"warmińsko-mazurskie";"sejmik";"280000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"9";"Płoski";"Ryszard Jacek";"PL";"M";"45";"281409";"warmińsko-mazurskie";"Olsztynek";;;"N";"964";"1,02"
"warmińsko-mazurskie";"sejmik";"280000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"4";"Przeradzki";"Dariusz Stanisław";"PL";"M";"42";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"558";"0,59"
"warmińsko-mazurskie";"sejmik";"280000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"10";"Romaszko";"Jerzy";"PL";"M";"45";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"3089";"3,25"
"warmińsko-mazurskie";"sejmik";"280000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"2";"Ulewicz";"Bożenna";"PL";"K";"58";"281410";"warmińsko-mazurskie";"Kaborno";;;"N";"3108";"3,27"
"warmińsko-mazurskie";"sejmik";"280000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"12";"Warot";"Paweł Piotr";"PL";"M";"30";"281001";"warmińsko-mazurskie";"Mrągowo";;;"N";"564";"0,59"
"warmińsko-mazurskie";"sejmik";"280000";"1";"6";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"5";"Cieślowski";"Olgierd Marek";"PL";"M";"43";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"52";"0,05"
"warmińsko-mazurskie";"sejmik";"280000";"1";"6";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"1";"Janiszewska";"Jolanta";"PL";"K";"46";"281404";"warmińsko-mazurskie";"Dywity";;;"N";"426";"0,45"
"warmińsko-mazurskie";"sejmik";"280000";"1";"6";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"7";"Janiszewski";"Paweł Marek";"PL";"M";"54";"281404";"warmińsko-mazurskie";"Dywity";;;"N";"130";"0,14"
"warmińsko-mazurskie";"sejmik";"280000";"1";"6";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"4";"Jankowska";"Barbara Wiesława";"PL";"K";"57";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"108";"0,11"
"warmińsko-mazurskie";"sejmik";"280000";"1";"6";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"3";"Jankowski";"Wiesław Tadeusz";"PL";"M";"52";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"87";"0,09"
"warmińsko-mazurskie";"sejmik";"280000";"1";"6";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"6";"Morawski";"Ryszard";"PL";"M";"53";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"94";"0,10"
"warmińsko-mazurskie";"sejmik";"280000";"1";"6";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"2";"Różański";"Sławomir Andrzej";"PL";"M";"52";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"184";"0,19"
"warmińsko-mazurskie";"sejmik";"280000";"1";"7";"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA SAMORZĄDOWA PRAWICY";"DOL-7503-6/10";"wyborczy";"4";"Karkulowski";"Jan Aleksander";"PL";"M";"19";"281401";"warmińsko-mazurskie";"Barczewko";;;"N";"50";"0,05"
"warmińsko-mazurskie";"sejmik";"280000";"1";"7";"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA SAMORZĄDOWA PRAWICY";"DOL-7503-6/10";"wyborczy";"6";"Łobanowska";"Monika Agnieszka";"PL";"K";"20";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"194";"0,20"
"warmińsko-mazurskie";"sejmik";"280000";"1";"7";"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA SAMORZĄDOWA PRAWICY";"DOL-7503-6/10";"wyborczy";"5";"Nowak";"Barbara";"PL";"K";"58";"281401";"warmińsko-mazurskie";"Barczewko";;;"N";"164";"0,17"
"warmińsko-mazurskie";"sejmik";"280000";"1";"7";"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA SAMORZĄDOWA PRAWICY";"DOL-7503-6/10";"wyborczy";"2";"Ragin-Mic";"Danuta";"PL";"K";"66";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"165";"0,17"
"warmińsko-mazurskie";"sejmik";"280000";"1";"7";"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA SAMORZĄDOWA PRAWICY";"DOL-7503-6/10";"wyborczy";"3";"Szymczak";"Tomasz";"PL";"M";"25";"281411";"warmińsko-mazurskie";"Wymój";;;"N";"142";"0,15"
"warmińsko-mazurskie";"sejmik";"280000";"1";"7";"KOMITET WYBORCZY WYBORCÓW WSPÓLNOTA SAMORZĄDOWA PRAWICY";"DOL-7503-6/10";"wyborczy";"1";"Urbanowicz";"Konrad";"PL";"M";"70";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"533";"0,56"
"warmińsko-mazurskie";"sejmik";"280000";"1";"8";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"3";"Bałuk";"Bartosz";"PL";"M";"23";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"153";"0,16"
"warmińsko-mazurskie";"sejmik";"280000";"1";"8";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"4";"Biedak";"Barbara";"PL";"K";"54";"281402";"warmińsko-mazurskie";"Rukławki";;;"N";"446";"0,47"
"warmińsko-mazurskie";"sejmik";"280000";"1";"8";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"6";"Byrzykowski";"Antoni";"PL";"M";"82";"281402";"warmińsko-mazurskie";"Biskupiec";;;"N";"177";"0,19"
"warmińsko-mazurskie";"sejmik";"280000";"1";"8";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"2";"Chorążewicz";"Natalia Ewa";"PL";"K";"20";"281402";"warmińsko-mazurskie";"Lipowo";;;"N";"293";"0,31"
"warmińsko-mazurskie";"sejmik";"280000";"1";"8";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"1";"Karczewska";"Anna Maria";"PL";"K";"57";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"1072";"1,13"
"warmińsko-mazurskie";"sejmik";"280000";"1";"8";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"5";"Konopielko-Gołaś";"Anna Regina";"PL";"K";"29";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"227";"0,24"
"warmińsko-mazurskie";"sejmik";"280000";"2";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"8";"Głowacki";"Zbigniew Alojzy";"PL";"M";"55";"280706";"warmińsko-mazurskie";"Susz";;;"N";"1371";"1,37"
"warmińsko-mazurskie";"sejmik";"280000";"2";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"2";"Jedliński";"Ryszard Ksawery";"PL";"M";"59";"281508";"warmińsko-mazurskie";"Żabi Róg";;;"N";"462";"0,46"
"warmińsko-mazurskie";"sejmik";"280000";"2";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"3";"Kolis";"Jacek Dariusz";"PL";"M";"44";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"737";"0,74"
"warmińsko-mazurskie";"sejmik";"280000";"2";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"10";"Kosewski";"Andrzej";"PL";"M";"60";"280701";"warmińsko-mazurskie";"Iława";;;"N";"375";"0,37"
"warmińsko-mazurskie";"sejmik";"280000";"2";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"1";"Maśkiewicz";"Jarosław Józef";"PL";"M";"61";"280701";"warmińsko-mazurskie";"Iława";;;"T";"4517";"4,51"
"warmińsko-mazurskie";"sejmik";"280000";"2";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"11";"Preuss";"Edmund";"PL";"M";"38";"280702";"warmińsko-mazurskie";"Lubawa";;;"N";"430";"0,43"
"warmińsko-mazurskie";"sejmik";"280000";"2";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"4";"Pszenny";"Adam Wiesław";"PL";"M";"48";"281503";"warmińsko-mazurskie";"Frygnowo";;;"N";"1326";"1,32"
"warmińsko-mazurskie";"sejmik";"280000";"2";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"12";"Raczkowska";"Bożena";"PL";"K";"47";"281205";"warmińsko-mazurskie";"Jamielnik";;;"N";"1098";"1,10"
"warmińsko-mazurskie";"sejmik";"280000";"2";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"5";"Romancewicz";"Adam";"PL";"M";"42";"281501";"warmińsko-mazurskie";"Ostróda";;;"N";"514";"0,51"
"warmińsko-mazurskie";"sejmik";"280000";"2";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"7";"Świdowicz";"Zbigniew";"PL";"M";"58";"286201";"warmińsko-mazurskie";"Olsztyn";;;"N";"345";"0,34"
"warmińsko-mazurskie";"sejmik";"280000";"2";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"6";"Wiśniewska";"Agnieszka";"PL";"K";"31";"280301";"warmińsko-mazurskie";"Działdowo";;;"N";"1801";"1,80"
"warmińsko-mazurskie";"sejmik";"280000";"2";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"9";"Zawadzki";"Marian";"PL";"M";"53";"281203";"warmińsko-mazurskie";"Montowo";;;"N";"680";"0,68"
"warmińsko-mazurskie";"sejmik";"280000";"2";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"2";"Brzezin";"Gustaw Marek";"PL";"M";"52";"281501";"warmińsko-mazurskie";"Ostróda";;;"T";"5513";"5,50"
"warmińsko-mazurskie";"sejmik";"280000";"2";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"7";"Dereszewski";"Wojciech";"PL";"M";"37";"281204";"warmińsko-mazurskie";"Krzemieniewo";;;"N";"1380";"1,38"
"warmińsko-mazurskie";"sejmik";"280000";"2";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"5";"Florczyk";"Jan";"PL";"M";"62";"281509";"warmińsko-mazurskie";"Grabinek";;;"N";"707";"0,71"
"warmińsko-mazurskie";"sejmik";"280000";"2";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"4";"Kasprowicz";"Zygmunt";"PL";"M";"53";"280705";"warmińsko-mazurskie";"Rożental";;;"N";"1643";"1,64"
