"Unit";"Level";"TERYT";"Constituency";"List";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Citizenship";"Sex";"Age";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Endorsement";"Statement";"Elected";"Votes quantity";"Votes percent in constituency"
"podkarpackie";"sejmik";"180000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"14";"Urban";"Tadeusz Bronisław";"PL";"M";"46";"181001";"podkarpackie";"Łańcut";"popierany przez Partię Regionów";;"N";"807";"0,45"
"podkarpackie";"sejmik";"180000";"1";"1";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-7500-8/10";"partia";"6";"Wojnowska";"Małgorzata Anna";"PL";"K";"46";"186301";"podkarpackie";"Rzeszów";;;"N";"651";"0,37"
"podkarpackie";"sejmik";"180000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"1";"Bartman";"Stanisław Wojciech";"PL";"M";"55";"181004";"podkarpackie";"Kraczkowa";;;"T";"5491";"3,09"
"podkarpackie";"sejmik";"180000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"9";"Bartnik";"Andrzej";"PL";"M";"51";"181002";"podkarpackie";"Białobrzegi";;;"N";"1513";"0,85"
"podkarpackie";"sejmik";"180000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"7";"Błądek";"Lesław Wawrzyniec";"PL";"M";"54";"180804";"podkarpackie";"Dębno";;;"N";"837";"0,47"
"podkarpackie";"sejmik";"180000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"8";"Grad";"Krzysztof Paweł";"PL";"M";"41";"186301";"podkarpackie";"Rzeszów";;;"N";"903";"0,51"
"podkarpackie";"sejmik";"180000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"3";"Koberski";"Marek Ryszard";"PL";"M";"57";"186301";"podkarpackie";"Rzeszów";;;"N";"1687";"0,95"
"podkarpackie";"sejmik";"180000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"5";"Kuciapa";"Maciej";"PL";"M";"35";"186301";"podkarpackie";"Rzeszów";;;"N";"4298";"2,42"
"podkarpackie";"sejmik";"180000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"11";"Lech";"Jan";"PL";"M";"54";"181613";"podkarpackie";"Stobierna";;;"N";"2411";"1,36"
"podkarpackie";"sejmik";"180000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"12";"Magoń";"Jan";"PL";"M";"48";"181004";"podkarpackie";"Wysoka";;;"N";"1413";"0,80"
"podkarpackie";"sejmik";"180000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"2";"Martens";"Krzysztof";"PL";"M";"58";"186301";"podkarpackie";"Rzeszów";;;"N";"1799";"1,01"
"podkarpackie";"sejmik";"180000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"10";"Micke";"Andrzej";"PL";"M";"53";"186301";"podkarpackie";"Rzeszów";;;"N";"393";"0,22"
"podkarpackie";"sejmik";"180000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"13";"Najda";"Stanisław";"PL";"M";"64";"181602";"podkarpackie";"Nowy Borek";;;"N";"973";"0,55"
"podkarpackie";"sejmik";"180000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"6";"Pasierb";"Barbara Marta";"PL";"K";"48";"181603";"podkarpackie";"Racławówka";;;"N";"2158";"1,22"
"podkarpackie";"sejmik";"180000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"14";"Rokita";"Kazimierz Andrzej";"PL";"M";"55";"181606";"podkarpackie";"Wola Cicha";;;"N";"1449";"0,82"
"podkarpackie";"sejmik";"180000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"4";"Słupek";"Edward Józef";"PL";"M";"52";"186301";"podkarpackie";"Rzeszów";;;"N";"1711";"0,96"
"podkarpackie";"sejmik";"180000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"2";"Bardzik";"Bogdan";"PL";"M";"39";"181603";"podkarpackie";"Mogielnica";;;"N";"129";"0,07"
"podkarpackie";"sejmik";"180000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"3";"Bembenek";"Grażyna";"PL";"K";"49";"186301";"podkarpackie";"Rzeszów";;;"N";"190";"0,11"
"podkarpackie";"sejmik";"180000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"6";"Michno";"Piotr Andrzej";"PL";"M";"37";"186301";"podkarpackie";"Rzeszów";;;"N";"173";"0,10"
"podkarpackie";"sejmik";"180000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"5";"Rączy";"Mariusz Wojciech";"PL";"M";"44";"181612";"podkarpackie";"Woliczka";;;"N";"111";"0,06"
"podkarpackie";"sejmik";"180000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"4";"Romańska";"Jolanta Jadwiga";"PL";"K";"52";"186301";"podkarpackie";"Rzeszów";;;"N";"144";"0,08"
"podkarpackie";"sejmik";"180000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"7";"Sikora";"Tomasz Ryszard";"PL";"M";"30";"186301";"podkarpackie";"Rzeszów";;;"N";"221";"0,12"
"podkarpackie";"sejmik";"180000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"1";"Wróbel";"Jerzy Bogusław";"PL";"M";"43";"181612";"podkarpackie";"Trzciana";;;"N";"604";"0,34"
"podkarpackie";"sejmik";"180000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"7";"Bieniasz";"Jan Adam";"PL";"M";"48";"181613";"podkarpackie";"Łąka";;;"N";"1299";"0,73"
"podkarpackie";"sejmik";"180000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"5";"Burek";"Jan";"PL";"M";"59";"186301";"podkarpackie";"Rzeszów";;;"T";"6531";"3,68"
"podkarpackie";"sejmik";"180000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"8";"Czekierda-Stamenkovic";"Jolanta Lucyna";"PL";"K";"53";"186301";"podkarpackie";"Rzeszów";;;"N";"704";"0,40"
"podkarpackie";"sejmik";"180000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"1";"Kubas-Hul";"Teresa Krystyna";"PL";"K";"47";"181606";"podkarpackie";"Lipie";;;"T";"12359";"6,96"
"podkarpackie";"sejmik";"180000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"11";"Leniart";"Kazimierz";"PL";"M";"53";"186301";"podkarpackie";"Rzeszów";;;"N";"1742";"0,98"
"podkarpackie";"sejmik";"180000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"13";"Nowik";"Ireneusz Sławomir";"PL";"M";"37";"181609";"podkarpackie";"Malawa";;;"N";"248";"0,14"
"podkarpackie";"sejmik";"180000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"14";"Ożóg";"Krzysztof";"PL";"M";"38";"181611";"podkarpackie";"Wólka Niedźwiedzka";;;"N";"2820";"1,59"
"podkarpackie";"sejmik";"180000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"10";"Różycki";"Wiesław Andrzej";"PL";"M";"57";"186301";"podkarpackie";"Rzeszów";;;"N";"652";"0,37"
"podkarpackie";"sejmik";"180000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"3";"Sakowska Kamińska";"Brygida Katarzyna";"PL";"K";"37";"186301";"podkarpackie";"Rzeszów";;;"N";"2208";"1,24"
"podkarpackie";"sejmik";"180000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"4";"Samko";"Halina Aleksandra";"PL";"K";"47";"180801";"podkarpackie";"Leżajsk";;;"N";"5082";"2,86"
"podkarpackie";"sejmik";"180000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"2";"Stępień";"Danuta Waleria";"PL";"K";"62";"186301";"podkarpackie";"Rzeszów";;;"N";"6106";"3,44"
"podkarpackie";"sejmik";"180000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"9";"Święs";"Tadeusz Krzysztof";"PL";"M";"45";"181601";"podkarpackie";"Dynów";;;"N";"556";"0,31"
"podkarpackie";"sejmik";"180000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"6";"Ulijasz";"Bogusław Andrzej";"PL";"M";"37";"181003";"podkarpackie";"Krzemienica";;;"N";"2970";"1,67"
"podkarpackie";"sejmik";"180000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"12";"Zin";"Marek Wincenty";"PL";"M";"62";"186301";"podkarpackie";"Rzeszów";;;"N";"628";"0,35"
"podkarpackie";"sejmik";"180000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"11";"Angerman";"Jarosław Krzysztof";"PL";"M";"54";"181603";"podkarpackie";"Boguchwała";;;"N";"1156";"0,65"
"podkarpackie";"sejmik";"180000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"5";"Bartnik";"Stanisław";"PL";"M";"63";"180802";"podkarpackie";"Grodzisko Dolne";;;"T";"9946";"5,60"
"podkarpackie";"sejmik";"180000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"1";"Buczak";"Wojciech";"PL";"M";"55";"186301";"podkarpackie";"Rzeszów";;;"T";"15849";"8,93"
"podkarpackie";"sejmik";"180000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"10";"Frączek";"Józef";"PL";"M";"58";"181003";"podkarpackie";"Krzemienica";;;"N";"6027";"3,39"
"podkarpackie";"sejmik";"180000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"6";"Kaszuba";"Krzysztof";"PL";"M";"56";"186301";"podkarpackie";"Rzeszów";;;"N";"4232";"2,38"
"podkarpackie";"sejmik";"180000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"13";"Kotula";"Jacek Adam";"PL";"M";"44";"186301";"podkarpackie";"Rzeszów";;;"N";"4523";"2,55"
"podkarpackie";"sejmik";"180000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"2";"Leniart";"Ewa Maria";"PL";"K";"34";"181607";"podkarpackie";"Dylągówka";;;"N";"7220";"4,07"
"podkarpackie";"sejmik";"180000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"4";"Miazga";"Mieczysław";"PL";"M";"54";"181611";"podkarpackie";"Górno";;;"T";"8871";"5,00"
"podkarpackie";"sejmik";"180000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"3";"Pakuła-Sacharczuk";"Anna Zofia";"PL";"K";"54";"186301";"podkarpackie";"Rzeszów";;;"N";"3940";"2,22"
"podkarpackie";"sejmik";"180000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"14";"Pijar";"Waldemar Marian";"PL";"M";"40";"181612";"podkarpackie";"Bratkowice";;;"N";"4529";"2,55"
"podkarpackie";"sejmik";"180000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"12";"Sieczkoś";"Zbigniew";"PL";"M";"60";"181604";"podkarpackie";"Chmielnik";;;"N";"3371";"1,90"
"podkarpackie";"sejmik";"180000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"7";"Snela";"Sławomir Jan";"PL";"M";"49";"181614";"podkarpackie";"Kielnarowa";;;"N";"1897";"1,07"
"podkarpackie";"sejmik";"180000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"8";"Węsierski";"Łukasz Norbert";"PL";"M";"67";"181001";"podkarpackie";"Łańcut";;;"N";"949";"0,53"
"podkarpackie";"sejmik";"180000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"9";"Żuchowska";"Grażyna Maria";"PL";"K";"53";"186301";"podkarpackie";"Rzeszów";;;"N";"4311";"2,43"
"podkarpackie";"sejmik";"180000";"1";"6";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"14";"Barłoga";"Ryszarda";"PL";"K";"60";"181613";"podkarpackie";"Łukawiec";;;"N";"281";"0,16"
"podkarpackie";"sejmik";"180000";"1";"6";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"11";"Bereś";"Bożena";"PL";"K";"60";"186301";"podkarpackie";"Rzeszów";;;"N";"302";"0,17"
"podkarpackie";"sejmik";"180000";"1";"6";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"7";"Domańska";"Ewa";"PL";"K";"62";"186301";"podkarpackie";"Rzeszów";;;"N";"587";"0,33"
"podkarpackie";"sejmik";"180000";"1";"6";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"5";"Juda";"Roman";"PL";"M";"75";"186301";"podkarpackie";"Rzeszów";;;"N";"260";"0,15"
"podkarpackie";"sejmik";"180000";"1";"6";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"3";"Lewandowski";"Ludomir Jerzy";"PL";"M";"63";"181603";"podkarpackie";"Lutoryż";;;"N";"214";"0,12"
"podkarpackie";"sejmik";"180000";"1";"6";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"10";"Motyl-Szura";"Halina Elżbieta";"PL";"K";"57";"186301";"podkarpackie";"Rzeszów";;;"N";"167";"0,09"
"podkarpackie";"sejmik";"180000";"1";"6";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"9";"Rut";"Maria Augustyna";"PL";"K";"74";"186301";"podkarpackie";"Rzeszów";;;"N";"143";"0,08"
"podkarpackie";"sejmik";"180000";"1";"6";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"8";"Siembrzuch";"Andrzej Stanisław";"PL";"M";"57";"186301";"podkarpackie";"Rzeszów";;;"N";"111";"0,06"
"podkarpackie";"sejmik";"180000";"1";"6";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"12";"Sierżęga";"Andrzej";"PL";"M";"57";"181001";"podkarpackie";"Łańcut";;;"N";"254";"0,14"
"podkarpackie";"sejmik";"180000";"1";"6";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"6";"Sudacki";"Leon Stanisław";"PL";"M";"67";"186301";"podkarpackie";"Rzeszów";;;"N";"124";"0,07"
"podkarpackie";"sejmik";"180000";"1";"6";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"2";"Szczygieł";"Antoni Karol";"PL";"M";"80";"186301";"podkarpackie";"Rzeszów";;;"N";"242";"0,14"
"podkarpackie";"sejmik";"180000";"1";"6";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"13";"Wandas";"Zdzisław Stanisław";"PL";"M";"59";"181601";"podkarpackie";"Dynów";;;"N";"72";"0,04"
"podkarpackie";"sejmik";"180000";"1";"6";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"1";"Wołoszyński";"Leszek";"PL";"M";"69";"186301";"podkarpackie";"Rzeszów";;;"N";"1225";"0,69"
"podkarpackie";"sejmik";"180000";"1";"6";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"4";"Woźny";"Franciszek";"PL";"M";"68";"186301";"podkarpackie";"Rzeszów";;;"N";"231";"0,13"
"podkarpackie";"sejmik";"180000";"1";"7";"KOMITET WYBORCZY PRZYMIERZA NARODU POLSKIEGO";"ZPOW-7500-15/10";"partia";"7";"Czosnek";"Maria Jadwiga";"PL";"K";"72";"186301";"podkarpackie";"Rzeszów";;;"N";"145";"0,08"
"podkarpackie";"sejmik";"180000";"1";"7";"KOMITET WYBORCZY PRZYMIERZA NARODU POLSKIEGO";"ZPOW-7500-15/10";"partia";"8";"Dynia";"Zofia";"PL";"K";"74";"186301";"podkarpackie";"Rzeszów";;;"N";"198";"0,11"
"podkarpackie";"sejmik";"180000";"1";"7";"KOMITET WYBORCZY PRZYMIERZA NARODU POLSKIEGO";"ZPOW-7500-15/10";"partia";"1";"Kot";"Krzysztof Marcin";"PL";"M";"30";"186301";"podkarpackie";"Rzeszów";;;"N";"377";"0,21"
"podkarpackie";"sejmik";"180000";"1";"7";"KOMITET WYBORCZY PRZYMIERZA NARODU POLSKIEGO";"ZPOW-7500-15/10";"partia";"5";"Kozubal";"Dariusz Jan";"PL";"M";"25";"181612";"podkarpackie";"Trzciana";;;"N";"150";"0,08"
"podkarpackie";"sejmik";"180000";"1";"7";"KOMITET WYBORCZY PRZYMIERZA NARODU POLSKIEGO";"ZPOW-7500-15/10";"partia";"4";"Lechwacka-Skręt";"Romana Anna";"PL";"K";"67";"186301";"podkarpackie";"Rzeszów";;;"N";"174";"0,10"
"podkarpackie";"sejmik";"180000";"1";"7";"KOMITET WYBORCZY PRZYMIERZA NARODU POLSKIEGO";"ZPOW-7500-15/10";"partia";"3";"Pociask";"Andrzej";"PL";"M";"50";"181609";"podkarpackie";"Krasne";;;"N";"122";"0,07"
"podkarpackie";"sejmik";"180000";"1";"7";"KOMITET WYBORCZY PRZYMIERZA NARODU POLSKIEGO";"ZPOW-7500-15/10";"partia";"2";"Szkutnik";"Krystyna Maria";"PL";"K";"53";"186301";"podkarpackie";"Rzeszów";;;"N";"167";"0,09"
"podkarpackie";"sejmik";"180000";"1";"7";"KOMITET WYBORCZY PRZYMIERZA NARODU POLSKIEGO";"ZPOW-7500-15/10";"partia";"6";"Wyroba";"Maria Antonina";"PL";"K";"61";"186301";"podkarpackie";"Rzeszów";;;"N";"32";"0,02"
"podkarpackie";"sejmik";"180000";"1";"8";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"3";"Bury";"Sławomir Andrzej";"PL";"M";"37";"186301";"podkarpackie";"Rzeszów";;;"N";"589";"0,33"
"podkarpackie";"sejmik";"180000";"1";"8";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"5";"Gazda";"Adam Julian";"PL";"M";"21";"186301";"podkarpackie";"Rzeszów";;;"N";"66";"0,04"
"podkarpackie";"sejmik";"180000";"1";"8";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"1";"Szostek";"Roman";"PL";"M";"41";"186301";"podkarpackie";"Rzeszów";;;"N";"498";"0,28"
"podkarpackie";"sejmik";"180000";"1";"8";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"6";"Szukała";"Tomasz";"PL";"M";"32";"180304";"podkarpackie";"Kozłów";;;"N";"91";"0,05"
"podkarpackie";"sejmik";"180000";"1";"8";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"4";"Tomczyk";"Zbigniew";"PL";"M";"54";"186301";"podkarpackie";"Rzeszów";;;"N";"120";"0,07"
"podkarpackie";"sejmik";"180000";"1";"8";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"2";"Walicka";"Marzena Iwona";"PL";"K";"27";"181611";"podkarpackie";"Sokołów Małopolski";;;"N";"223";"0,13"
"podkarpackie";"sejmik";"180000";"1";"11";"KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA";"ZPOW-7503-2/10";"wyborczy";"1";"Drozdowski";"Witold Maciej";"PL";"M";"46";"186301";"podkarpackie";"Rzeszów";;;"N";"408";"0,23"
"podkarpackie";"sejmik";"180000";"1";"11";"KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA";"ZPOW-7503-2/10";"wyborczy";"2";"Jakubowska";"Marta";"PL";"K";"52";"186301";"podkarpackie";"Rzeszów";;;"N";"439";"0,25"
"podkarpackie";"sejmik";"180000";"1";"11";"KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA";"ZPOW-7503-2/10";"wyborczy";"5";"Pęzioł";"Mirosław";"PL";"M";"25";"181805";"podkarpackie";"Lipa";;;"N";"135";"0,08"
"podkarpackie";"sejmik";"180000";"1";"11";"KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA";"ZPOW-7503-2/10";"wyborczy";"4";"Stawarz";"Robert";"PL";"M";"41";"180801";"podkarpackie";"Leżajsk";;;"N";"209";"0,12"
