"Unit";"Level";"TERYT";"Constituency";"List";"Committee";"Signature";"Type";"Position";"Family name";"Names";"Citizenship";"Sex";"Age";"Teryt of resident's place";"Commune of resident's place";"Resident's place";"Endorsement";"Statement";"Elected";"Votes quantity";"Votes percent in constituency"
"pomorskie";"sejmik";"220000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"8";"Kędra";"Krzysztof";"PL";"M";"46";"220304";"pomorskie";"Debrzno";;;"N";"861";"0,54"
"pomorskie";"sejmik";"220000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"5";"Szpakowski";"Jerzy";"PL";"M";"52";"220108";"pomorskie";"Studzienice";;;"N";"1259";"0,79"
"pomorskie";"sejmik";"220000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"9";"Wąsikowski";"Leszek Jan";"PL";"M";"44";"220302";"pomorskie";"Nadziejewo";;;"N";"2793";"1,75"
"pomorskie";"sejmik";"220000";"1";"2";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-7500-4/10";"partia";"11";"Wolanin";"Izabela";"PL";"K";"40";"220805";"pomorskie";"Wicko - Charbrowo";;;"N";"577";"0,36"
"pomorskie";"sejmik";"220000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"8";"Bednarczyk";"Agata";"PL";"K";"34";"221205";"pomorskie";"Kępice";;;"N";"342";"0,21"
"pomorskie";"sejmik";"220000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"4";"Daduń";"Kamila Zofia";"PL";"K";"29";"220102";"pomorskie";"Bytów";;;"N";"219";"0,14"
"pomorskie";"sejmik";"220000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"6";"Jankowski";"Rafał Jan";"PL";"M";"35";"221205";"pomorskie";"Kępice";;;"N";"451";"0,28"
"pomorskie";"sejmik";"220000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"2";"Klimas";"Genowefa";"PL";"K";"50";"221210";"pomorskie";"Objazda";;;"N";"413";"0,26"
"pomorskie";"sejmik";"220000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"7";"Marczewski";"Fabian Robert";"PL";"M";"18";"221205";"pomorskie";"Kępice";;;"N";"176";"0,11"
"pomorskie";"sejmik";"220000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"9";"Olszewska";"Ewelina Karina";"PL";"K";"36";"221210";"pomorskie";"Machowino";;;"N";"522";"0,33"
"pomorskie";"sejmik";"220000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"5";"Pawlik";"Józef";"PL";"M";"47";"221210";"pomorskie";"Machowinko";;;"N";"364";"0,23"
"pomorskie";"sejmik";"220000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"1";"Szczegielniak";"Kazimierz Jan";"PL";"M";"52";"220103";"pomorskie";"Unichowo";;;"N";"893";"0,56"
"pomorskie";"sejmik";"220000";"1";"3";"KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80";"ZPOW-7500-5/10";"partia";"3";"Wirkus";"Wiesław Daniel";"PL";"M";"31";"220107";"pomorskie";"Żukówko";;;"N";"554";"0,35"
"pomorskie";"sejmik";"220000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"1";"Biernacki";"Marek Zbigniew";"PL";"M";"50";"226301";"pomorskie";"Słupsk";;;"T";"18723";"11,76"
"pomorskie";"sejmik";"220000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"5";"Bonna";"Leszek Jacek";"PL";"M";"49";"220201";"pomorskie";"Chojnice";;;"T";"13980";"8,78"
"pomorskie";"sejmik";"220000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"6";"Jankowiak";"Leszek Władysław";"PL";"M";"63";"221205";"pomorskie";"Biesowice";;;"N";"933";"0,59"
"pomorskie";"sejmik";"220000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"14";"Kamiński";"Wiesław Adam";"PL";"M";"58";"221201";"pomorskie";"Ustka";;;"N";"2195";"1,38"
"pomorskie";"sejmik";"220000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"2";"Kleinszmidt";"Jan Krzysztof";"PL";"M";"45";"220102";"pomorskie";"Rzepnica";;;"T";"6764";"4,25"
"pomorskie";"sejmik";"220000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"7";"Konkel";"Agnieszka";"PL";"K";"37";"220106";"pomorskie";"Miastko";;;"N";"2746";"1,72"
"pomorskie";"sejmik";"220000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"9";"Kowal";"Danuta Maria";"PL";"K";"27";"226301";"pomorskie";"Słupsk";;;"N";"1315";"0,83"
"pomorskie";"sejmik";"220000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"12";"Lebiecka";"Bogumiła Anna";"PL";"K";"55";"226101";"pomorskie";"Gdańsk";;;"N";"711";"0,45"
"pomorskie";"sejmik";"220000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"4";"Lisowska";"Bożenna";"PL";"K";"57";"220301";"pomorskie";"Człuchów";;;"T";"6755";"4,24"
"pomorskie";"sejmik";"220000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"13";"Litwin";"Michalina";"PL";"K";"25";"221207";"pomorskie";"Nieckowo";;;"N";"1435";"0,90"
"pomorskie";"sejmik";"220000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"11";"Pluta";"Michał Zdzisław";"PL";"M";"28";"226301";"pomorskie";"Słupsk";;;"N";"1217";"0,76"
"pomorskie";"sejmik";"220000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"3";"Siebert-Bresler";"Mirosława Barbara";"PL";"K";"51";"220801";"pomorskie";"Lębork";;;"N";"4512";"2,83"
"pomorskie";"sejmik";"220000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"10";"Singer";"Elżbieta";"PL";"K";"47";"220202";"pomorskie";"Brusy";;;"N";"1959";"1,23"
"pomorskie";"sejmik";"220000";"1";"4";"KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP";"ZPOW-7500-10/10";"partia";"8";"Stania-Senejko";"Agnieszka Danuta";"PL";"K";"36";"220801";"pomorskie";"Lębork";;;"N";"624";"0,39"
"pomorskie";"sejmik";"220000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"1";"Barzowski";"Jerzy";"PL";"M";"59";"220102";"pomorskie";"Rzepnica";;;"T";"8674";"5,45"
"pomorskie";"sejmik";"220000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"10";"Błachnio";"Agnieszka";"PL";"K";"27";"226301";"pomorskie";"Słupsk";;;"N";"729";"0,46"
"pomorskie";"sejmik";"220000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"8";"Dzianach";"Mariola Janina";"PL";"K";"58";"220804";"pomorskie";"Mosty";;;"N";"845";"0,53"
"pomorskie";"sejmik";"220000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"5";"Hałubek";"Grzegorz Piotr";"PL";"M";"49";"221201";"pomorskie";"Ustka";;;"N";"842";"0,53"
"pomorskie";"sejmik";"220000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"4";"Jakubowski";"Maciej Marcin";"PL";"M";"33";"220204";"pomorskie";"Czersk";;;"N";"3907";"2,45"
"pomorskie";"sejmik";"220000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"11";"Januszewski";"Zbigniew";"PL";"M";"61";"220301";"pomorskie";"Człuchów";;;"N";"961";"0,60"
"pomorskie";"sejmik";"220000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"14";"Jędrych";"Mariusz Wiesław";"PL";"M";"53";"221201";"pomorskie";"Ustka";;;"N";"566";"0,36"
"pomorskie";"sejmik";"220000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"13";"Lis";"Anna Krystyna";"PL";"K";"35";"220805";"pomorskie";"Nowęcin";;;"N";"1887";"1,19"
"pomorskie";"sejmik";"220000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"9";"Milewczyk";"Bogusław Krzysztof";"PL";"M";"59";"226301";"pomorskie";"Słupsk";;;"N";"1195";"0,75"
"pomorskie";"sejmik";"220000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"12";"Prusiecki";"Remigiusz Józef";"PL";"M";"48";"226301";"pomorskie";"Słupsk";;;"N";"209";"0,13"
"pomorskie";"sejmik";"220000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"6";"Rola";"Jacek Bogusław";"PL";"M";"42";"220106";"pomorskie";"Miastko";;;"N";"989";"0,62"
"pomorskie";"sejmik";"220000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"3";"Treder";"Adam";"PL";"M";"36";"226301";"pomorskie";"Słupsk";;;"N";"1932";"1,21"
"pomorskie";"sejmik";"220000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"2";"Wołoszyn";"Roman Józef";"PL";"M";"53";"220801";"pomorskie";"Lębork";;;"N";"2090";"1,31"
"pomorskie";"sejmik";"220000";"1";"5";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-7500-12/10";"partia";"7";"Zblewski";"Piotr Władysław";"PL";"M";"28";"220201";"pomorskie";"Chojnice";;;"N";"1522";"0,96"
"pomorskie";"sejmik";"220000";"1";"6";"KOMITET WYBORCZY LIGA POLSKICH RODZIN";"ZPOW-7500-21/10";"partia";"1";"Karczewski";"Adam Paweł";"PL";"M";"33";"226201";"pomorskie";"Gdynia";;;"N";"954";"0,60"
"pomorskie";"sejmik";"220000";"1";"6";"KOMITET WYBORCZY LIGA POLSKICH RODZIN";"ZPOW-7500-21/10";"partia";"5";"Rogoziński";"Tadeusz";"PL";"M";"62";"226201";"pomorskie";"Gdynia";;;"N";"203";"0,13"
"pomorskie";"sejmik";"220000";"1";"6";"KOMITET WYBORCZY LIGA POLSKICH RODZIN";"ZPOW-7500-21/10";"partia";"4";"Słowińska";"Elżbieta Anna";"PL";"K";"56";"226201";"pomorskie";"Gdynia";;;"N";"637";"0,40"
"pomorskie";"sejmik";"220000";"1";"6";"KOMITET WYBORCZY LIGA POLSKICH RODZIN";"ZPOW-7500-21/10";"partia";"6";"Wolf-Dubiella";"Dionizy Gerwazy";"PL";"M";"76";"226201";"pomorskie";"Gdynia";;;"N";"222";"0,14"
"pomorskie";"sejmik";"220000";"1";"6";"KOMITET WYBORCZY LIGA POLSKICH RODZIN";"ZPOW-7500-21/10";"partia";"3";"Zmarzlik";"Barbara Hanna";"PL";"K";"28";"226201";"pomorskie";"Gdynia";;;"N";"331";"0,21"
"pomorskie";"sejmik";"220000";"1";"6";"KOMITET WYBORCZY LIGA POLSKICH RODZIN";"ZPOW-7500-21/10";"partia";"2";"Żukowska-Szczypińska";"Lucyna";"PL";"K";"69";"226201";"pomorskie";"Gdynia";;;"N";"798";"0,50"
"pomorskie";"sejmik";"220000";"1";"8";"KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA";"ZPOW-7503-2/10";"wyborczy";"5";"Blumka";"Krzysztof Andrzej";"PL";"M";"39";"226201";"pomorskie";"Gdynia";;;"N";"126";"0,08"
"pomorskie";"sejmik";"220000";"1";"8";"KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA";"ZPOW-7503-2/10";"wyborczy";"3";"Hajdarowicz";"Walerian";"PL";"M";"56";"221209";"pomorskie";"Smołdziński Las";;;"N";"186";"0,12"
"pomorskie";"sejmik";"220000";"1";"8";"KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA";"ZPOW-7503-2/10";"wyborczy";"6";"Merecki";"Piotr Kamil";"PL";"M";"40";"226301";"pomorskie";"Słupsk";;;"N";"585";"0,37"
"pomorskie";"sejmik";"220000";"1";"8";"KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA";"ZPOW-7503-2/10";"wyborczy";"1";"Nowak";"Bronisław";"PL";"M";"50";"226301";"pomorskie";"Słupsk";;;"N";"1805";"1,13"
"pomorskie";"sejmik";"220000";"1";"8";"KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA";"ZPOW-7503-2/10";"wyborczy";"4";"Wojciechowski";"Jarosław";"PL";"M";"42";"226201";"pomorskie";"Gdynia";;;"N";"392";"0,25"
"pomorskie";"sejmik";"220000";"1";"8";"KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA";"ZPOW-7503-2/10";"wyborczy";"2";"Zasowski";"Waldemar Wiesław";"PL";"M";"42";"220301";"pomorskie";"Człuchów";;;"N";"578";"0,36"
"pomorskie";"sejmik";"220000";"1";"9";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"6";"Arcisz";"Jerzy";"PL";"M";"46";"221204";"pomorskie";"Wolinia";;;"N";"411";"0,26"
"pomorskie";"sejmik";"220000";"1";"9";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"10";"Barczewska";"Irmina Maria";"PL";"K";"37";"220805";"pomorskie";"Żarnowska";;;"N";"208";"0,13"
"pomorskie";"sejmik";"220000";"1";"9";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"1";"Błaszkowska";"Barbara Maria";"PL";"K";"60";"220102";"pomorskie";"Mądrzechowo";;;"N";"2958";"1,86"
"pomorskie";"sejmik";"220000";"1";"9";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"8";"Dobosz";"Henryk Zbigniew";"PL";"M";"68";"221208";"pomorskie";"Kusowo";;;"N";"307";"0,19"
"pomorskie";"sejmik";"220000";"1";"9";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"12";"Góra";"Teresa";"PL";"K";"53";"220801";"pomorskie";"Lębork";;;"N";"559";"0,35"
"pomorskie";"sejmik";"220000";"1";"9";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"4";"Jelonek";"Apolonia";"PL";"K";"72";"220102";"pomorskie";"Bytów";;;"N";"690";"0,43"
"pomorskie";"sejmik";"220000";"1";"9";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"11";"Lemańczyk";"Andrzej Jan";"PL";"M";"54";"220306";"pomorskie";"Garbek";;;"N";"674";"0,42"
"pomorskie";"sejmik";"220000";"1";"9";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"5";"Mackiewicz";"Waldemar Józef";"PL";"M";"50";"220301";"pomorskie";"Człuchów";;;"N";"406";"0,25"
"pomorskie";"sejmik";"220000";"1";"9";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"9";"Modzelewska";"Gabriela Marta";"PL";"K";"61";"220301";"pomorskie";"Człuchów";;;"N";"409";"0,26"
"pomorskie";"sejmik";"220000";"1";"9";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"3";"Olszówka";"Ewa Bożena";"PL";"K";"53";"226301";"pomorskie";"Słupsk";;;"N";"610";"0,38"
"pomorskie";"sejmik";"220000";"1";"9";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"14";"Piesak";"Piotr Paweł";"PL";"M";"30";"221210";"pomorskie";"Charnowo";;;"N";"358";"0,22"
"pomorskie";"sejmik";"220000";"1";"9";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"13";"Sobczak";"Elwira Maria";"PL";"K";"25";"220804";"pomorskie";"Leśnice";;;"N";"529";"0,33"
"pomorskie";"sejmik";"220000";"1";"9";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"2";"Talewski";"Zbigniew Kazimierz";"PL";"M";"67";"220105";"pomorskie";"Borowy Młyn";;;"N";"1277";"0,80"
"pomorskie";"sejmik";"220000";"1";"9";"KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW";"ZPOW-7500-11/10";"partia";"7";"Wruszczak";"Maria";"PL";"K";"71";"220106";"pomorskie";"Miastko";;;"N";"210";"0,13"
"pomorskie";"sejmik";"220000";"1";"10";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"9";"Chruszczyńska";"Joanna Barbara";"PL";"K";"42";"226201";"pomorskie";"Gdynia";;;"N";"81";"0,05"
"pomorskie";"sejmik";"220000";"1";"10";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"5";"Dreślińska";"Mariola";"PL";"K";"45";"220908";"pomorskie";"Stare Pole";;;"N";"102";"0,06"
"pomorskie";"sejmik";"220000";"1";"10";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"8";"Dziurdź";"Sławomir";"PL";"M";"24";"220908";"pomorskie";"Szlagnowo";;;"N";"64";"0,04"
"pomorskie";"sejmik";"220000";"1";"10";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"1";"Kiernozek";"Czesław Zbigniew";"PL";"M";"59";"220404";"pomorskie";"Wiślinka";;;"N";"620";"0,39"
"pomorskie";"sejmik";"220000";"1";"10";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"3";"Kuniej";"Wojciech";"PL";"M";"26";"220908";"pomorskie";"Stare Pole";;;"N";"129";"0,08"
"pomorskie";"sejmik";"220000";"1";"10";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"10";"Niesiołowski";"Mariusz";"PL";"M";"25";"220202";"pomorskie";"Broda";;;"N";"491";"0,31"
"pomorskie";"sejmik";"220000";"1";"10";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"7";"Pellowska";"Izabela";"PL";"K";"21";"220607";"pomorskie";"Nowy Barkoczyn";;;"N";"235";"0,15"
"pomorskie";"sejmik";"220000";"1";"10";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"2";"Sudoł";"Agnieszka";"PL";"K";"23";"220908";"pomorskie";"Stare Pole";;;"N";"479";"0,30"
"pomorskie";"sejmik";"220000";"1";"10";"KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA";"ZPOW-7500-18/10";"partia";"4";"Sumińska";"Krystyna";"PL";"K";"53";"220908";"pomorskie";"Stare Pole";;;"N";"282";"0,18"
